"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote"
SOUTHWESTERN EYE CENTER LTD,03C0001047,1902834922,MESA,AZ,85204,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.22,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTHWESTERN EYE CENTER LTD,03C0001050,1417985102,YUMA,AZ,85364,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR ADVANCED SURGERY,03C0001052,1154387710,GILBERT,AZ,85297,2020,91.74,,100,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100,,0.61,,60,No Different than the National Rate,2.1,1.5,2.9,,32,No Different than the National Rate,5.5,3.6,8.2,
CENTER FOR ADVANCED SURGERY,03C0001052,1154387710,GILBERT,AZ,85297,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5,,,,,,,,,,,,
AMBULATORY SURGERY CENTER OF TUCSON INC,03C0001053,1902958226,TUCSON,AZ,85716,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.16,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGERY CENTER OF TUCSON INC,03C0001053,1902958226,TUCSON,AZ,85716,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.2,,,,,,,,,,,,,
RF EYE PC DBA COCHISE EYE AND LASER,03C0001054,1588665269,SIERRA VISTA,AZ,85635,2020,N/A,5,99.41,,N/A,N/A,N/A,N/A,N/A,5,100,,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
RF EYE PC DBA COCHISE EYE AND LASER,03C0001054,1588665269,SIERRA VISTA,AZ,85635,2019,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5,100,,0,,,,,,,,,,,,,
PHYSICIANS SURGERY CENTER OF TEMPE LLC DBA PHYSICIANS SURGERY CENTER OF TEMPE,03C0001056,1699777540,CHANDLER,AZ,85282,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,131,No Different than the National Rate,2.1,1.5,2.9,,N/A,N/A,N/A,N/A,N/A,5
SOUTHWESTERN EYE CENTER LTD,03C0001057,1558305086,PHOENIX,AZ,85254,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.4,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHWEST EYE SPECIALISTSLLC,03C0001059,1790822864,TUCSON,AZ,85704,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.05,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
SCOTTSDALE EYE SURGERY CENTER PC,03C0001063,1295710002,SCOTTSDALE,AZ,85251,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,51.09,,0.53,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
BANNER PEORIA SURGERY CENTER,03C0001070,1104341353,PEORIA,AZ,85381,2020,95.61,,N/A,5,528,No Different than the National Rate,10.5,7.8,14.1,,99.24,,N/A,5,80,No Different than the National Rate,2.3,1.6,3.2,,N/A,N/A,N/A,N/A,N/A,5
BANNER PEORIA SURGERY CENTER,03C0001070,1104341353,PEORIA,AZ,85381,2019,N/A,5,N/A,5,471,No Different Than the National Rate,13.2,9.7,18,,N/A,5,N/A,5,,,,,,,,,,,,
NORTHERN ARIZONA HEALTHCARE ORTHOPEDIC SURGERY CENTER LLC,03C0001071,1649668781,FLAGSTAFF,AZ,86001,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,491,No Different than the National Rate,2.2,1.7,2.9,,N/A,N/A,N/A,N/A,N/A,5
NORTHERN ARIZONA HEALTHCARE ORTHOPEDIC SURGERY CENTER LLC,03C0001071,1649668781,FLAGSTAFF,AZ,86001,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,89.58,,N/A,5,,,,,,,,,,,,
ADOBE SURGERY CENTER PC,03C0001078,1205821097,TUCSON,AZ,85712,2020,100,,N/A,5,1065,No Different than the National Rate,9.7,7.4,12.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADOBE SURGERY CENTER PC,03C0001078,1205821097,TUCSON,AZ,85712,2019,N/A,5,N/A,5,1316,No Different Than the National Rate,11.6,8.7,15.4,,N/A,5,N/A,5,,,,,,,,,,,,
SUN CITY AZ ENDOSCOPY ASC LLC,03C0001080,1972578771,SUN CITY,AZ,85351,2020,92.4,,N/A,5,3357,No Different than the National Rate,10.3,8.2,12.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUN CITY AZ ENDOSCOPY ASC LLC,03C0001080,1972578771,SUN CITY,AZ,85351,2019,N/A,5,N/A,5,4300,No Different Than the National Rate,10.4,8.4,12.8,,N/A,5,N/A,5,,,,,,,,,,,,
PRESCOTT UROCENTER LTD,03C0001083,1790711091,PRESCOTT,AZ,86301,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,200,No Different than the National Rate,4.8,3.3,6.8,
MAYO CLINIC ARIZONA DBA MAYO CLINIC SCOTTSDALE,03C0001087,1427029396,SCOTTSDALE,AZ,85259,2020,81.57,,N/A,5,2331,No Different than the National Rate,11.1,8.6,14.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MAYO CLINIC ARIZONA DBA MAYO CLINIC SCOTTSDALE,03C0001087,1427029396,SCOTTSDALE,AZ,85259,2019,93.65,,N/A,5,3094,Worse Than the National Rate,15.3,12.2,19.1,,N/A,5,N/A,5,,,,,,,,,,,,
ARIZONA OUTPATIENT SURGERY CENTER,03C0001092,1740287168,PHOENIX,AZ,85016,2020,N/A,5,N/A,5,176,No Different than the National Rate,10.1,7.2,13.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ARIZONA OUTPATIENT SURGERY CENTER,03C0001092,1740287168,PHOENIX,AZ,85016,2019,N/A,5,N/A,5,207,No Different Than the National Rate,12,8.7,16.6,,N/A,5,N/A,5,,,,,,,,,,,,
AIMS OUTPATIENT SURGERY,03C0001093,1063408649,KINGMAN,AZ,86409,2020,N/A,5,N/A,5,94,No Different than the National Rate,9.6,7.1,13,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
AIMS OUTPATIENT SURGERY,03C0001093,1063408649,KINGMAN,AZ,86409,2019,N/A,5,N/A,5,112,No Different Than the National Rate,11.4,8.1,15.9,,N/A,5,N/A,5,,,,,,,,,,,,
RUMMEL EYE CARE,03C0001202,1336107036,PRESCOTT,AZ,86301,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
RUMMEL EYE CARE,03C0001202,1336107036,PRESCOTT,AZ,86301,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.61,,,,,,,,,,,,,
BANNER DESERT SURGERY CENTER,03C0001203,1780109934,PHOENIX,AZ,85016,2020,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,98.67,,0,,152,No Different than the National Rate,2.2,1.6,3.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
ARIZONA OPHTHALMIC OUTPATIENT SURGERY,03C0001207,1760454557,PHOENIX,AZ,85012,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.26,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHERN ARIZONA SURGICENTER LLC,03C0001212,1871596114,FLAGSTAFF,AZ,86001,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,74,No Different than the National Rate,2.2,1.6,3,,N/A,N/A,N/A,N/A,N/A,5
NORTHERN ARIZONA SURGICENTER LLC,03C0001212,1871596114,FLAGSTAFF,AZ,86001,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
NORTHERN ARIZONA EYE ASSOCIATES,03C0001214,1679539688,FLAGSTAFF,AZ,86001,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ARIZONA INSTITUTE OF EYE SURGERY LLC,03C0001215,1720278047,PRESCOTT,AZ,86301,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.07,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
COTTONWOODSOUTHWESTERN EYE CENTER,03C0001217,1225075435,COTTONWOOD,AZ,86326,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SQUAW PEAK SURGICAL FACILITY INC,03C0001220,1871513705,PHOENIX,AZ,85020,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
CIGNA OUTPATIENT SURGERY CENTER,03C0001223,1265544191,PHOENIX,AZ,85012,2020,98.15,,N/A,5,33,No Different than the National Rate,10.4,7.6,14.4,,100,,0.88,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
CIGNA OUTPATIENT SURGERY CENTER,03C0001223,1265544191,PHOENIX,AZ,85012,2019,97.35,,N/A,5,51,No Different Than the National Rate,12.6,9,17.5,,97.2,,0.17,,,,,,,,,,,,,
CANYON SURGERY CENTER,03C0001224,1689755928,PHOENIX,AZ,85015,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,120,No Different than the National Rate,2.3,1.6,3.1,,N/A,N/A,N/A,N/A,N/A,5
CANYON SURGERY CENTER,03C0001224,1689755928,PHOENIX,AZ,85015,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
PHYSICIANS SURGERY CENTER,03C0001228,1821166521,BULLHEAD CITY,AZ,86442,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.4,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DESERT CLIFFS SURGERY CENTER LLC,03C0001233,1639431653,MESA,AZ,85202,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
ARIZONA ENDOSCOPY CENTER LLC,03C0001235,1760445928,PHOENIX,AZ,85006,2020,94.35,,N/A,5,1949,No Different than the National Rate,10.3,8,13.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ARIZONA ENDOSCOPY CENTER LLC,03C0001235,1760445928,PHOENIX,AZ,85006,2019,N/A,5,N/A,5,2393,No Different Than the National Rate,11.9,9.2,15.3,,N/A,5,N/A,5,,,,,,,,,,,,
SPECTRA EYE INSTITUTE LLC,03C0001237,1245233923,SUN CITY,AZ,85351,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.39,,,,,,,,,,,,,
THUNDERBIRD ENDOSCOPY CENTER,03C0001239,1386823854,GLENDALE,AZ,85308,2020,92.91,,N/A,5,2798,No Different than the National Rate,9.7,7.6,12.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THUNDERBIRD ENDOSCOPY CENTER,03C0001239,1386823854,GLENDALE,AZ,85308,2019,N/A,5,N/A,5,3322,No Different Than the National Rate,12,9.6,15.2,,N/A,5,N/A,5,,,,,,,,,,,,
TUCSON GASTROENTEROLOGY INSTITUTE LLC,03C0001240,1023015989,TUCSON,AZ,85712,2020,90.41,,N/A,5,2244,No Different than the National Rate,9.2,7.1,11.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TUCSON GASTROENTEROLOGY INSTITUTE LLC,03C0001240,1023015989,TUCSON,AZ,85712,2019,99.58,,N/A,5,2683,No Different Than the National Rate,10.5,8.2,13.6,,N/A,5,N/A,5,,,,,,,,,,,,
TUCSON SURGERY CENTER,03C0001242,1437191731,TUCSON,AZ,85712,2020,94.19,,N/A,5,801,No Different than the National Rate,10.1,7.6,13.6,,100,,0.18,,687,No Different than the National Rate,1.8,1.3,2.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
TUCSON SURGERY CENTER,03C0001242,1437191731,TUCSON,AZ,85712,2019,88.14,,N/A,5,1015,No Different Than the National Rate,11.1,8.4,14.9,,100,,0.72,,,,,,,,,,,,,
SCOTTSDALE EYE INSTITUTE PLC,03C0001244,1720125156,MESA,AZ,85206,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.21,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SCOTTSDALE EYE INSTITUTE PLC,03C0001244,1720125156,MESA,AZ,85206,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.51,,,,,,,,,,,,,
SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF SCOTTSDALE,03C0001247,1902807159,SCOTTSDALE,AZ,85260,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
SUNRISE AMBULATORY SURGICAL CENTER,03C0001248,1750352324,LAKESIDE,AZ,85929,2020,100,,N/A,5,224,No Different than the National Rate,10.8,7.8,14.8,,98.02,,N/A,5,492,No Different than the National Rate,2.1,1.6,2.8,,N/A,N/A,N/A,N/A,N/A,5
SUNRISE AMBULATORY SURGICAL CENTER,03C0001248,1750352324,LAKESIDE,AZ,85929,2019,N/A,5,N/A,5,273,No Different Than the National Rate,12.8,9.2,17.9,,N/A,5,N/A,5,,,,,,,,,,,,
SCOTTSDALE ENDOSCOPY CENTER,03C0001249,1710942370,SCOTTSDALE,AZ,85258,2020,45.19,,N/A,5,1963,No Different than the National Rate,9.1,7,11.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SCOTTSDALE ENDOSCOPY CENTER,03C0001249,1710942370,SCOTTSDALE,AZ,85258,2019,39.26,,N/A,5,2295,No Different Than the National Rate,11.5,9,14.9,,N/A,5,N/A,5,,,,,,,,,,,,
SURGERY CENTER OF GILBERT,03C0001253,1245239656,MESA,AZ,85206,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.26,,0.19,,173,No Different than the National Rate,2.1,1.5,2.9,,434,No Different than the National Rate,4.5,3.4,6.2,
SURGERY CENTER OF GILBERT,03C0001253,1245239656,MESA,AZ,85206,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.87,,0.25,,,,,,,,,,,,,
GATEWAY SURGERY CENTER,03C0001256,1336131143,PHOENIX,AZ,85008,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,840,No Different than the National Rate,2.2,1.7,2.9,,N/A,N/A,N/A,N/A,N/A,5
ARIZONA DIGESTIVE INSTITUTE LLC,03C0001259,1871570424,TUCSON,AZ,85741,2020,N/A,5,N/A,5,1223,No Different than the National Rate,9.5,7.1,12.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ARIZONA DIGESTIVE INSTITUTE LLC,03C0001259,1871570424,TUCSON,AZ,85741,2019,N/A,5,N/A,5,2716,No Different Than the National Rate,11.8,9.1,15.2,,N/A,5,N/A,5,,,,,,,,,,,,
TUCSON DIGESTIVE INSTITUTE LLC DBA ARIZONA DIGESTIVE INSTITUTE,03C0001259,1932636123,TUCSON,AZ,85741,2020,75.22,,N/A,5,2907,No Different than the National Rate,8.5,6.7,10.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TUCSON DIGESTIVE INSTITUTE LLC DBA ARIZONA DIGESTIVE INSTITUTE,03C0001259,1932636123,TUCSON,AZ,85741,2019,N/A,5,N/A,5,2254,No Different Than the National Rate,9.9,7.5,12.9,,N/A,5,N/A,5,,,,,,,,,,,,
EAST VALLEY ENDOSCOPY,03C0001260,1164414447,MESA,AZ,85206,2020,91.43,,N/A,5,4285,No Different than the National Rate,12,9.8,14.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EAST VALLEY ENDOSCOPY,03C0001260,1164414447,MESA,AZ,85206,2019,N/A,5,N/A,5,5140,No Different Than the National Rate,13.5,11.3,16.2,,N/A,5,N/A,5,,,,,,,,,,,,
ARIZONA EYE INSTITUTE AND COSMETIC LASER CENTER,03C0001261,1023074291,SUN CITY WEST,AZ,85375,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.16,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ARIZONA EYE INSTITUTE AND COSMETIC LASER CENTER,03C0001261,1023074291,SUN CITY WEST,AZ,85375,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,N/A,5,,,,,,,,,,,,
SOUTHWESTERN EYE CENTER LTD,03C0001262,1700828423,SIERRA VISTA,AZ,85635,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ST JOSEPHS OUTPATIENT SURGERY CENTER LLC,03C0001265,1306843222,PHOENIX,AZ,85013,2020,100,,N/A,5,204,No Different than the National Rate,9.7,7.1,13.1,,100,,N/A,5,139,No Different than the National Rate,2.2,1.6,3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
ST JOSEPHS OUTPATIENT SURGERY CENTER LLC,03C0001265,1306843222,PHOENIX,AZ,85013,2019,100,,N/A,5,262,No Different Than the National Rate,12,8.5,16.7,,100,,N/A,5,,,,,,,,,,,,
PHOENIX ENDOSCOPY LLC,03C0001266,1851516728,PHOENIX,AZ,85004,2020,79.86,,N/A,5,1272,No Different than the National Rate,10.5,8,14,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PHOENIX ENDOSCOPY LLC,03C0001266,1851516728,PHOENIX,AZ,85004,2019,N/A,5,N/A,5,1528,No Different Than the National Rate,12.2,9.3,16.2,,N/A,5,N/A,5,,,,,,,,,,,,
FOREST CANYON ENDOSCOPY AND SURGERY CTR PC,03C0001268,1679566582,FLAGSTAFF,AZ,86001,2020,100,,N/A,5,1611,No Different than the National Rate,11.8,9.1,15.5,,99.13,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,55,No Different than the National Rate,5.9,3.9,8.7,
FOREST CANYON ENDOSCOPY AND SURGERY CTR PC,03C0001268,1679566582,FLAGSTAFF,AZ,86001,2019,N/A,5,N/A,5,2206,Worse Than the National Rate,15.7,12.4,20.1,,N/A,5,N/A,5,,,,,,,,,,,,
DESERT SUN SURGERY CENTER LLC,03C0001277,1811940398,TUCSON,AZ,85710,2020,N/A,5,N/A,5,132,No Different than the National Rate,9.9,7.2,13.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DESERT SUN SURGERY CENTER LLC,03C0001277,1811940398,TUCSON,AZ,85710,2019,N/A,5,N/A,5,659,No Different Than the National Rate,10.8,7.9,14.6,,N/A,5,N/A,5,,,,,,,,,,,,
MESA AZ ENDOSCOPY ASC LLC,03C0001278,1770557233,TEMPE,AZ,85283,2020,76.97,,N/A,5,2133,No Different than the National Rate,9.3,7.1,11.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MESA AZ ENDOSCOPY ASC LLC,03C0001278,1770557233,TEMPE,AZ,85283,2019,N/A,5,N/A,5,2660,No Different Than the National Rate,11.9,9.3,15.2,,N/A,5,N/A,5,,,,,,,,,,,,
CHANDLER ENDOSCOPY AMBULATORY SURGERY CENTER LLC DBA CHANDLER ENDOSCOPY CENTER,03C0001279,1093086183,CHANDLER,AZ,85224,2020,56.73,,N/A,5,1689,No Different than the National Rate,11.6,8.9,15.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CHANDLER ENDOSCOPY AMBULATORY SURGERY CENTER LLC DBA CHANDLER ENDOSCOPY CENTER,03C0001279,1093086183,CHANDLER,AZ,85224,2019,38.45,,N/A,5,2233,No Different Than the National Rate,13.3,10.4,16.9,,N/A,5,N/A,5,,,,,,,,,,,,
ARIZONA DIGESTIVE CENTER,03C0001283,1336272657,SCOTTSDALE,AZ,85260,2020,84.07,,N/A,5,971,No Different than the National Rate,9.3,7,12.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ARIZONA DIGESTIVE CENTER,03C0001283,1336272657,SCOTTSDALE,AZ,85260,2019,N/A,5,N/A,5,1203,No Different Than the National Rate,10.5,7.8,14,,N/A,5,N/A,5,,,,,,,,,,,,
BANNER ESTRELLA SURGERY CENTER,03C0001284,1366873515,PHOENIX,AZ,85037,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BANNER ESTRELLA SURGERY CENTER,03C0001284,1366873515,PHOENIX,AZ,85037,2019,N/A,5,N/A,5,32,No Different Than the National Rate,11.9,8.4,16.6,,N/A,5,N/A,5,,,,,,,,,,,,
BANNER ESTRELLA SURGERY CENTER LLC,03C0001284,1881113785,PHOENIX,AZ,85037,2020,75,,N/A,5,102,No Different than the National Rate,9.9,7.2,13.6,,100,,N/A,5,30,No Different than the National Rate,2.3,1.6,3.1,,N/A,N/A,N/A,N/A,N/A,5
BANNER ESTRELLA SURGERY CENTER LLC,03C0001284,1881113785,PHOENIX,AZ,85037,2019,N/A,5,N/A,5,75,No Different Than the National Rate,11.7,8.3,16,,N/A,5,N/A,5,,,,,,,,,,,,
NORTH VALLEY SURGERY CENTER,03C0001285,1154326650,SCOTTSDALE,AZ,85260,2020,53.89,,N/A,5,2090,No Different than the National Rate,10.5,8.1,13.5,,100,,N/A,5,791,No Different than the National Rate,2.2,1.7,2.9,,67,No Different than the National Rate,5.5,3.8,8.2,
NORTH VALLEY SURGERY CENTER,03C0001285,1154326650,SCOTTSDALE,AZ,85260,2019,N/A,5,N/A,5,1943,No Different Than the National Rate,12.2,9.3,15.8,,N/A,5,N/A,5,,,,,,,,,,,,
DIGESTIVE HEALTH SPECIALISTS,03C0001286,1073588356,SCOTTSDALE,AZ,85255,2020,96.89,,N/A,5,3126,No Different than the National Rate,8.6,6.6,11.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE HEALTH SPECIALISTS,03C0001286,1073588356,SCOTTSDALE,AZ,85255,2019,N/A,5,N/A,5,3585,No Different Than the National Rate,10.9,8.6,13.8,,N/A,5,N/A,5,,,,,,,,,,,,
CARONDELET ST MARYS NORTHWEST LLC DBA CARONDELET FOOTHILLS SURGERY CENTER,03C0001289,1487716650,TUCSON,AZ,85741,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.21,,142,No Different than the National Rate,2.1,1.6,3,,71,No Different than the National Rate,4.8,3.2,7.1,
CAMP LOWELL SURGERY CENTER LLC DBA CAMP LOWELL SURGERY CENTER,03C0001290,1649223124,TUCSON,AZ,85712,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.27,,310,No Different than the National Rate,2.3,1.7,3.2,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
CAMP LOWELL SURGERY CENTER LLC DBA CAMP LOWELL SURGERY CENTER,03C0001290,1649223124,TUCSON,AZ,85712,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.78,,0.38,,,,,,,,,,,,,
BANNER SUN CITY WEST SURGERY CENTER LLC,03C0001291,1760907919,SUN CITY WEST,AZ,85381,2020,95.61,,N/A,5,927,No Different than the National Rate,11,8.3,14.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BANNER SUN CITY WEST SURGERY CENTER LLC,03C0001291,1760907919,SUN CITY WEST,AZ,85381,2019,N/A,5,N/A,5,747,No Different Than the National Rate,12.5,9.3,16.9,,N/A,5,N/A,5,,,,,,,,,,,,
CATALINA SURGERY CENTER,03C0001293,1417994831,TUSCON,AZ,85741,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.08,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH VALLEY ENDOSCOPY CENTER,03C0001295,1043239338,PHOENIX,AZ,85032,2020,88.11,,N/A,5,1968,No Different than the National Rate,9.7,7.5,12.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH VALLEY ENDOSCOPY CENTER,03C0001295,1043239338,PHOENIX,AZ,85032,2019,N/A,5,N/A,5,2390,No Different Than the National Rate,11.8,9.2,15,,N/A,5,N/A,5,,,,,,,,,,,,
TRI CITY SURGERY CENTER LLC,03C0001297,1437101433,PRESCOTT,AZ,86301,2020,91.67,,N/A,5,1556,No Different than the National Rate,10.8,8.2,13.9,,99.58,,N/A,5,392,No Different than the National Rate,2,1.4,2.7,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
TRI CITY SURGERY CENTER LLC,03C0001297,1437101433,PRESCOTT,AZ,86301,2019,N/A,5,N/A,5,1731,No Different Than the National Rate,13.8,10.7,17.7,,N/A,5,N/A,5,,,,,,,,,,,,
